is_MFS	ID	MFS_confidence_IMS	Entropy_sense_ranking_IMS	num_senses	idf	jex	pos	sense_entropy	correlation_confidences_semcor_and_IMS	correlation_confidences_semcor_and_UKB	MFS_confidence_UKB	Entropy_sense_ranking_UKB	SuperSense_for_MFS	WND_for_MFS	ratio_WND
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t609	0.0	0.924196466739	7	6.18340911003	-0.256918642713	1	0.451135911999	0.437225736462	0.997904203568	0.0201983000	0.057237155382	6	867	14.29
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t397	0.5917609560295047	0.872717345447	3	4.77117889323	-0.862662570991	1	0.696109471427	0.988298058518	0.999747102209	0.6697000000	0.772014993962	14	867	66.67
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t69	0.07129197656149348	0.991300290925	19	0.0	-0.968147129741	2	0.544664129872	0.982194174952	0.584149244608	0.6159190000	0.394645023857	40	867	78.95
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t554	0.3465378472690301	0.999352809208	4	8.21954727945	-0.816578815753	2	0.7382446059	0.959680318641	0.755928946018	0.8998890000	0.313894339757	30	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t125	0.17900476714626218	0.972032800582	8	0.0	-0.605342607727	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	62.50
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t49	0.43693333474413837	0.977960415692	2	0.0	-0.978475709666	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	100.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t459	0.4852345481889434	0.946338689254	5	3.78329096627	-0.957753544824	1	0.457121915166	0.996743279296	0.991621906245	0.7011270000	0.427251629165	10	867	60.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t662	1.0	-0.0	7	5.77583532246	-0.868440392859	1	0.519178653966	0.99977621432	0.0	0.9647490000	0.101262299188	14	867	71.43
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t202	0.15292555967764304	0.997551585441	10	5.14067401324	-0.967126082203	2	0.78785662848	0.975953994236	0.746147650685	0.6192700000	0.585192532022	35	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t602	1.0	-0.0	2	4.87820694721	-0.981252296958	4	0.992266638719	0.0	0.0	0.0000000000	0.0	2	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t148	1.0	-0.0	5	6.06718336002	-0.65118639477	1	0.501109488999	1.0	0.0	0.9987020000	0.00723723414815	26	830	20.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t433	1.0	-0.0	3	9.09112481006	-0.689748959366	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	66.67
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t380	0.2162398435140219	0.983043441892	7	0.0	-0.970796081615	4	0.465180360543	0.0	0.972930372527	0.0000000000	0.0	2	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t142	0.17856004375314266	0.914595282768	6	7.67820379731	-0.845378949242	2	0.61164049504	0.687219707156	0.418198326289	0.1973300000	0.292604028825	31	1105	33.33
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t352	0.552548537187528	0.992017698995	5	5.39773354737	-0.987273042043	1	0.795564898835	0.982341356769	1.0	0.4597690000	0.730121470677	4	867	80.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t295	0.10243646387062859	0.987699521426	24	0.0	-0.967702811493	2	0.583209953269	0.983974624009	0.673841229949	0.5640620000	0.514320900397	39	867	91.67
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t408	0.15599350566568077	0.99612657526	7	6.43337101438	-0.579368213845	2	0.920544565203	0.375310959557	0.691319085461	0.2725380000	0.849674732039	33	867	100.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t519	0.3985971204769154	0.916528347863	9	6.14686673672	-0.807192937577	2	0.682705736917	0.909923162531	0.757312971351	0.6504020000	0.533286999003	31	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t283	0.3542917365030309	0.959434616744	3	5.0702433752	-0.527304428687	1	0.734528682556	0.87553027378	0.801315962889	0.4224010000	0.665952114658	9	871	33.33
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t157	0.37448442823160666	0.954053226011	2	5.05431621816	-0.997774979259	2	0.983096873712	-1.0	-1.0	0.3517860000	0.935652998656	30	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t478	0.24282264091910438	0.991583039552	6	0.0	-0.630391531945	3	0.0	0.0	0.0	0.0000000000	0.0	0	1169	50.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t441	0.15432822721299766	0.978276765395	11	5.32817460049	-0.99471640101	2	0.475027046118	0.995790783133	0.486680791307	0.8948070000	0.168946263463	40	762	54.55
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t448	0.5346599698127603	0.920610671153	6	0.0	-0.385585920135	2	0.111912395467	0.999793455995	0.994398590318	0.9969710000	0.0132349801455	34	867	83.33
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t454	0.3231118214043389	0.998595774323	4	5.74286256735	-0.960696363697	1	0.912505605412	0.678875238164	-0.5	0.3162570000	0.736823424113	9	830	25.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t565	0.0	-0.0	4	7.04508095348	-0.837542232911	1	0.764400907263	0.967627066834	0.0	0.5909260000	0.680628757129	10	867	25.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t738	0.5018771464634453	0.999989832788	2	4.69196545098	-0.983245997914	1	0.911751758635	1.0	0.0	0.6922180000	0.890596546252	28	1169	0.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t281	0.23306267384952634	0.974238405984	10	4.2878655526	-0.758226236047	1	0.510657966591	0.993860788459	0.961616253935	0.7702580000	0.326077579331	4	867	50.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t279	0.5282534066958997	0.997695495666	2	6.33856236084	-0.938353166597	1	0.991076059838	-1.0	1.0	0.4266660000	0.984426613622	7	2351	50.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t633	1.0	-0.0	2	7.06242215309	0.053310214632	1	0.104419078005	1.0	0.0	0.9995660000	0.00547768167122	18	830	0.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t830	0.0	0.991878217867	10	0.0	-0.979127436982	1	0.674921901214	0.896917488235	0.0	0.5987670000	0.536899511522	11	867	40.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t550	0.30419967907301615	0.99413190562	5	7.24715705909	-0.697930515873	2	0.761032724397	0.761624963223	0.875882199983	0.9001490000	0.272212620739	42	1198	75.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t527	0.0	0.0	11	0.0	-0.752145039105	3	0.0	0.0	0.0	0.0000000000	0.0	0	777	81.82
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t534	1.0	-0.0	4	0.0	-0.903704352984	1	0.395383473968	1.0	0.0	0.9906840000	0.0453766829371	23	994	25.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t700	0.34621766681458543	0.983345223977	7	5.47205903489	-0.859910097695	1	0.581080803269	0.754584164577	0.627541185221	0.2943480000	0.532452780194	24	1168	57.14
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t206	0.5611685631678405	0.897706405686	4	0.0	-0.978180839799	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	80.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t702	0.2815562640146893	0.962217269632	3	6.17496521863	-0.942880995005	1	0.738332655101	0.762024702644	0.494454845731	0.8227540000	0.433886719516	21	762	33.33
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t471	0.492631565103931	0.901852518221	4	0.0	-0.942109683981	1	0.26987627947	0.99654254979	0.990111538315	0.9944890000	0.0252555420485	14	663	25.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t537	0.4843496278236518	0.955523755965	5	0.0	-0.596200999871	1	0.310568089983	0.997400141894	0.999266298756	0.9841390000	0.0628334566592	18	1679	20.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t680	0.489277977357067	0.885409028145	5	5.33229939408	-0.845345774249	2	0.144425054291	0.985968594711	0.94982655711	0.8414130000	0.281651770653	37	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t728	0.3195596926762051	0.974140023405	6	6.2694274363	-0.627909148429	2	0.545465761681	0.862400309256	0.854047571012	0.9614530000	0.113517793094	30	867	83.33
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t847	1.0	-0.0	5	6.06718336002	-0.519194022218	1	0.501109488999	1.0	0.0	0.9927380000	0.0327306029407	26	830	20.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t90	0.2567845475364536	0.968827733453	11	5.36529257578	-0.978578060055	2	0.515225313307	0.991226994886	0.989309564251	0.9026680000	0.195707539287	31	867	63.64
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t275	0.34445207229334757	0.999268396208	4	5.74286256735	-0.971133082447	1	0.912505605412	0.511892385659	0.5	0.2905680000	0.658459766815	9	830	25.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t440	0.0	-0.0	6	4.93117267298	-0.980211770411	1	0.375149078235	0.996010061998	0.0	0.9853040000	0.0536730089883	19	867	66.67
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t383	0.43241880259894555	0.94127235808	11	3.49697532132	-0.892350308423	1	0.480140534873	0.997763823801	0.998865297895	0.7493030000	0.308685262199	10	1077	30.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t733	0.5328881166744243	0.996876826313	2	4.69196545098	-0.983245997914	1	0.911751758635	1.0	1.0	0.6922180000	0.890596546252	28	1169	0.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t122	1.0	-0.0	4	8.70842907029	-0.965525672743	1	1.0	0.93545759185	0.0	0.5086110000	0.861691096673	26	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t450	1.0	-0.0	3	4.55395528649	-0.967781594443	1	0.00266614340664	1.0	0.0	0.9999990000	9.89987859582e-06	3	1452	0.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t126	0.5045757300897926	0.999939586862	5	5.58256851826	-0.556946689594	1	0.844541246459	0.996640462283	0.0	0.6050170000	0.665626580276	26	867	100.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t340	0.0	0.0	2	3.62212571411	-0.978375773018	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t143	0.5783394583049406	0.885634651407	6	0.0	-0.959569212325	2	0.111912395467	0.999793455995	0.999892629246	0.9986210000	0.0066432431151	34	867	83.33
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t808	0.49453199335207976	0.999913727723	2	4.69196545098	-0.983245997914	1	0.911751758635	1.0	-1.0	0.6639350000	0.921003311465	28	1169	0.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t421	0.0	0.996920686404	10	0.0	-0.968604803304	1	0.674921901214	0.806438734598	0.0	0.2039420000	0.651486680134	11	867	40.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t438	0.6231082491720242	0.837285162556	4	0.0	-0.978180839799	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	80.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t151	1.0	-0.0	5	6.06718336002	-0.519194022218	1	0.501109488999	1.0	0.0	0.9988230000	0.00664979773769	26	830	20.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t316	0.30273573883220833	0.991926775931	5	7.24715705909	-0.697930515873	2	0.761032724397	0.322958105227	0.721326769384	0.2388810000	0.740698207482	42	1198	75.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t352	0.3647789684356367	0.997958306778	4	7.61891961523	-0.963027644777	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	80.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t600	0.5400845955263719	0.995358848932	5	7.37860961429	-0.753988974225	1	0.762706906538	0.999112294543	1.0	0.8037050000	0.472778226191	27	1651	16.67
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t827	0.053066770251066396	0.99486890359	19	0.0	-0.97866479139	2	0.544664129872	0.233088067753	0.318952938577	0.1249230000	0.383106318177	40	867	78.95
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t523	0.5294568741594167	0.925374997638	4	3.66475449242	-0.447715207625	1	0.690928994754	0.97167750922	0.994248606184	0.7949270000	0.446756034777	19	867	75.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t368	0.5584811939447809	0.990109197714	3	5.01752857311	-0.617179082697	1	0.681788270562	0.827299166675	1.0	0.8363910000	0.41416962899	24	867	100.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t711	0.5684891315155132	0.986422678165	2	5.05431621816	-0.984050000292	2	0.983096873712	-1.0	1.0	0.3736010000	0.953396961277	30	867	100.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t57	0.509520360679591	0.887653772161	4	5.45599404079	-0.860921061946	1	0.731979638562	0.687866021761	0.594162794549	0.9278380000	0.211393213636	4	830	50.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t422	0.27034194373382686	0.963281954583	7	5.47205903489	-0.859910097695	1	0.581080803269	0.881483968121	0.006886718625	0.9307620000	0.156390724274	24	1168	57.14
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t592	1.0	-0.0	2	4.94579012168	-0.946563165632	1	0.30954342915	1.0	0.0	0.9913020000	0.0720342424229	18	1077	0.00
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t189	1.0	-0.0	4	6.76874284934	-0.865604605415	1	0.0	0.0	0.0	0.1720760000	0.517244511598	9	830	25.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t170	0.5944656526325955	0.870402253834	6	0.0	-0.969993686038	2	0.111912395467	0.999793455995	0.999909922374	0.9972630000	0.0119032939293	34	867	83.33
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/2.naf---t4	1.0	-0.0	5	7.18088172832	-0.822351136444	3	0.0	0.0	0.0	0.0000000000	0.0	1	1168	60.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t304	1.0	-0.0	7	6.06292791822	-0.324643253574	1	0.324565720621	1.0	0.0	0.9922340000	0.0295103202718	5	1530	28.57
0	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t787	0.5264758693140511	0.997976477095	2	4.69196545098	-0.983245997914	1	0.911751758635	1.0	1.0	0.6639350000	0.921003311465	28	1169	0.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/3.naf---t363	0.20891462163189758	0.993143231285	7	0.0	-0.450234754819	3	0.0	0.0	0.0	0.0000000000	0.0	1	2508	28.57
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/4.naf---t388	0.5851614812202097	0.878134794103	4	0.0	-0.967668379153	3	0.0	0.0	0.0	0.0000000000	0.0	0	867	80.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t716	1.0	-0.0	2	7.06242215309	0.053310214632	1	0.104419078005	1.0	0.0	0.9990650000	0.0107549566768	18	830	0.00
1	/home/postma/In_progress/mfs_classifier/resources/wsd_corpora/semeval2015_task13_en/1.naf---t65	0.19612601728374546	0.971471202509	12	0.0	-0.979406295284	1	0.740038693452	0.241955065563	0.949189525118	0.1518240000	0.755985376587	24	867	66.67
